"id","type","value","key","project_id","properties"
"0_054885_dd3948_2bfdf3","0",第二届董事会第十三次会议,会议,"96050996","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""96050996"", ""context"": ""\u516c\u544a\u4e2d\u63d0\u5230\u7684\u5177\u4f53\u4f1a\u8bae""}"
"0_078849_414489_4134e9","0",独立董事,人员,"96050996","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""96050996"", ""context"": ""\u516c\u544a\u4e2d\u63d0\u5230\u7684\u72ec\u7acb\u8463\u4e8b\u89d2\u8272""}"
"0_078849_cd50d8_774b0a","0",湖南长远锂科股份有限公司,公司,"96050996","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""96050996"", ""context"": ""\u516c\u544a\u4e2d\u63d0\u5230\u7684\u516c\u53f8\u5168\u79f0""}"
"0_078849_dd3948_2bfdf3","0",第二届董事会第十三次会议,会议,"96050996","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""96050996"", ""context"": ""\u516c\u544a\u4e2d\u63d0\u5230\u7684\u5177\u4f53\u4f1a\u8bae""}"
"0_103942_414489_4134e9","0",独立董事,人员,"96050996","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""96050996"", ""context"": ""\u516c\u544a\u4e2d\u63d0\u5230\u7684\u72ec\u7acb\u8463\u4e8b\u89d2\u8272""}"
"0_103942_cd50d8_774b0a","0",湖南长远锂科股份有限公司,公司,"96050996","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""96050996"", ""context"": ""\u516c\u544a\u4e2d\u63d0\u5230\u7684\u516c\u53f8\u5168\u79f0""}"
"0_103942_dd3948_2bfdf3","0",第二届董事会第十三次会议,会议,"96050996","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""96050996"", ""context"": ""\u516c\u544a\u4e2d\u63d0\u5230\u7684\u5177\u4f53\u4f1a\u8bae""}"
"0_160262_3c85ea_5da81b","0",胡柳泉,董事长,"43146642","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""43146642"", ""context"": ""\u516c\u53f8\u7b2c\u4e8c\u5c4a\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u7531\u72ec\u7acb\u8463\u4e8b\u4e01\u4ead\u4ead\u5148\u751f\u3001\u9093\u8d85\u5148\u751f\u53ca\u516c\u53f8\u8463\u4e8b\u957f\u80e1\u67f3\u6cc9\u5148\u751f\u62c5\u4efb""}"
"0_160262_3ff696_ae68d4","0",五矿集团财务有限责任公司,评估对象,"43146642","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""43146642"", ""context"": ""\u5173\u4e8e\u5bf9\u4e94\u77ff\u96c6\u56e2\u8d22\u52a1\u6709\u9650\u8d23\u4efb\u516c\u53f8\u7684\u98ce\u9669\u6301\u7eed\u8bc4\u4f30\u62a5\u544a\u7684\u8bae\u6848""}"
"0_160262_8719d9_774b0a","0",湖南长远锂科股份有限公司,公司,"43146642","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""43146642"", ""context"": ""\u6e56\u5357\u957f\u8fdc\u9502\u79d1\u80a1\u4efd\u6709\u9650\u516c\u53f8\uff08\u4ee5\u4e0b\u7b80\u79f0\u201c\u516c\u53f8\u201d\uff09\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u5168\u4f53\u59d4\u5458\u672c\u7740\u52e4\u52c9\u5c3d\u8d23\u7684\u539f\u5219\uff0c\u606a\u5c3d\u804c\u5b88\uff0c\u8ba4\u771f\u5c65\u884c\u804c\u8d23""}"
"0_160262_8a619b_fb0535","0",天职国际会计师事务所,会计师事务所,"43146642","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""43146642"", ""context"": ""\u516c\u53f8\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u5bf9\u5929\u804c\u56fd\u9645\u4f1a\u8ba1\u5e08\u4e8b\u52a1\u6240\uff08\u7279\u6b8a\u666e\u901a\u5408\u4f19\uff09\u7684\u5ba1\u8ba1\u5de5\u4f5c\u8fdb\u884c\u4e86\u76d1\u7763\u548c\u8bc4\u4ef7""}"
"0_160262_e16e1a_992bd7","0",邓超,独立董事,"43146642","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""43146642"", ""context"": ""\u516c\u53f8\u7b2c\u4e8c\u5c4a\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u7531\u72ec\u7acb\u8463\u4e8b\u4e01\u4ead\u4ead\u5148\u751f\u3001\u9093\u8d85\u5148\u751f\u53ca\u516c\u53f8\u8463\u4e8b\u957f\u80e1\u67f3\u6cc9\u5148\u751f\u62c5\u4efb""}"
"0_160262_ee7b3d_c20719","0",丁亭亭,独立董事,"43146642","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""43146642"", ""context"": ""\u516c\u53f8\u7b2c\u4e8c\u5c4a\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u7531\u72ec\u7acb\u8463\u4e8b\u4e01\u4ead\u4ead\u5148\u751f\u3001\u9093\u8d85\u5148\u751f\u53ca\u516c\u53f8\u8463\u4e8b\u957f\u80e1\u67f3\u6cc9\u5148\u751f\u62c5\u4efb""}"
"0_196177_258bd7_29da79","0",股东大会,审议机构,"43146642","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""43146642"", ""context"": ""\u5c1a\u9700\u63d0\u4ea4\u516c\u53f8\u80a1\u4e1c\u5927\u4f1a\u5ba1\u8bae\u6279\u51c6""}"
"0_196177_435842_ae68d4","0",五矿集团财务有限责任公司,签订方,"43146642","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""43146642"", ""context"": ""\u6e56\u5357\u957f\u8fdc\u9502\u79d1\u80a1\u4efd\u6709\u9650\u516c\u53f8\u62df\u4e0e\u4e94\u77ff\u96c6\u56e2\u8d22\u52a1\u6709\u9650\u8d23\u4efb\u516c\u53f8\u7b7e\u8ba2\u300a\u91d1\u878d\u670d\u52a1\u534f\u8bae\u4e4b\u8865\u5145\u534f\u8bae\uff08\u4e8c\uff09\u300b""}"
"0_196177_4a1754_774b0a","0",湖南长远锂科股份有限公司,签订方,"43146642","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""43146642"", ""context"": ""\u6e56\u5357\u957f\u8fdc\u9502\u79d1\u80a1\u4efd\u6709\u9650\u516c\u53f8\u62df\u4e0e\u4e94\u77ff\u96c6\u56e2\u8d22\u52a1\u6709\u9650\u8d23\u4efb\u516c\u53f8\u7b7e\u8ba2\u300a\u91d1\u878d\u670d\u52a1\u534f\u8bae\u4e4b\u8865\u5145\u534f\u8bae\uff08\u4e8c\uff09\u300b""}"
"0_196177_74e981_8df3c9","0",关联股东,表决方,"43146642","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""43146642"", ""context"": ""\u5173\u8054\u80a1\u4e1c\u5c06\u5728\u80a1\u4e1c\u5927\u4f1a\u4e0a\u5bf9\u8be5\u8bae\u6848\u56de\u907f\u8868\u51b3""}"
"0_250464_3c85ea_5da81b","0",胡柳泉,董事长,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u516c\u53f8\u7b2c\u4e8c\u5c4a\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u7531\u72ec\u7acb\u8463\u4e8b\u4e01\u4ead\u4ead\u5148\u751f\u3001\u9093\u8d85\u5148\u751f\u53ca\u516c\u53f8\u8463\u4e8b\u957f\u80e1\u67f3\u6cc9\u5148\u751f\u62c5\u4efb""}"
"0_250464_8719d9_774b0a","0",湖南长远锂科股份有限公司,公司,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u6e56\u5357\u957f\u8fdc\u9502\u79d1\u80a1\u4efd\u6709\u9650\u516c\u53f8\uff08\u4ee5\u4e0b\u7b80\u79f0\u201c\u516c\u53f8\u201d\uff09\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u5168\u4f53\u59d4\u5458\u672c\u7740\u52e4\u52c9\u5c3d\u8d23\u7684\u539f\u5219\uff0c\u606a\u5c3d\u804c\u5b88\uff0c\u8ba4\u771f\u5c65\u884c\u804c\u8d23""}"
"0_250464_8a619b_8f9542","0",天职国际会计师事务所（特殊普通合伙）,外部审计机构,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u62a5\u544a\u671f\u5185\uff0c\u516c\u53f8\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u5bf9\u5929\u804c\u56fd\u9645\u4f1a\u8ba1\u5e08\u4e8b\u52a1\u6240\uff08\u7279\u6b8a\u666e\u901a\u5408\u4f19\uff09\uff08\u4ee5\u4e0b\u7b80\u79f0\u201c\u5929\u804c\u56fd\u9645\u201d\uff09\u7684\u5ba1\u8ba1\u5de5\u4f5c\u8fdb\u884c\u4e86\u76d1\u7763\u548c\u8bc4\u4ef7""}"
"0_250464_8afad2_324f18","0",财务报告,财务报告,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u62a5\u544a\u671f\u5185\uff0c\u5ba1\u8ba1\u59d4\u5458\u4f1a\u8ba4\u771f\u5ba1\u9605\u4e86\u516c\u53f8\u7684\u8d22\u52a1\u62a5\u544a\uff0c\u8ba4\u4e3a\u516c\u53f8\u8d22\u52a1\u62a5\u544a\u5747\u6309\u7167\u4f01\u4e1a\u4f1a\u8ba1\u51c6\u5219\u7684\u89c4\u5b9a\u7f16\u5236""}"
"0_250464_8fe0f1_c4e917","0",内部控制审计报告及内部控制自我评价报告,内部控制报告,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u62a5\u544a\u671f\u5185\uff0c\u5ba1\u8ba1\u59d4\u5458\u4f1a\u5bf9\u516c\u53f8\u5185\u90e8\u63a7\u5236\u5efa\u8bbe\u548c\u8fd0\u884c\u7684\u5404\u9879\u5de5\u4f5c\u8fdb\u884c\u4e86\u76d1\u7763\uff0c\u8ba4\u771f\u5ba1\u9605\u4e86\u516c\u53f8\u5185\u90e8\u63a7\u5236\u5ba1\u8ba1\u62a5\u544a\u53ca\u5185\u90e8\u63a7\u5236\u81ea\u6211\u8bc4\u4ef7\u62a5\u544a""}"
"0_250464_9ec1b8_c773f9","0",公司管理层、公司纪检部、财务部及其他相关部门,公司内部部门,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u62a5\u544a\u671f\u5185\uff0c\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u534f\u8c03\u516c\u53f8\u7ba1\u7406\u5c42\u3001\u516c\u53f8\u7eaa\u68c0\u90e8\u3001\u8d22\u52a1\u90e8\u53ca\u5176\u4ed6\u76f8\u5173\u90e8\u95e8\u4e0e\u5916\u90e8\u5ba1\u8ba1\u673a\u6784\u4fdd\u6301\u4e86\u826f\u597d\u6c9f\u901a""}"
"0_250464_bffd26_0a23d7","0",关联交易事项,关联交易事项,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u62a5\u544a\u671f\u5185\uff0c\u5ba1\u8ba1\u59d4\u5458\u4f1a\u5bf9\u5e74\u5ea6\u5185\u7684\u5173\u8054\u4ea4\u6613\u4e8b\u9879\u4e8b\u9879\u8fdb\u884c\u4e25\u683c\u5ba1\u6838""}"
"0_250464_cd1ba7_f87ea7","0",内部审计部门,内部审计部门,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u62a5\u544a\u671f\u5185\uff0c\u516c\u53f8\u5ba1\u8ba1\u59d4\u5458\u4f1a\u6839\u636e\u76f8\u5173\u6cd5\u5f8b\u6cd5\u89c4\uff0c\u8ba4\u771f\u5ba1\u9605\u4e86\u516c\u53f8\u7684\u5ba1\u8ba1\u5de5\u4f5c\u603b\u7ed3\u3001\u5ba1\u8ba1\u5de5\u4f5c\u8ba1\u5212\uff0c\u7763\u4fc3\u516c\u53f8\u5185\u90e8\u5ba1\u8ba1\u90e8\u95e8\u4e25\u683c\u6309\u7167\u5ba1\u8ba1\u8ba1\u5212\u6267\u884c\u5404\u9879\u5de5\u4f5c""}"
"0_250464_dff347_cec4dd","0",董事会审计委员会,审计委员会,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u73b0\u5c06\u516c\u53f8\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\uff08\u4ee5\u4e0b\u7b80\u79f0\u201c\u5ba1\u8ba1\u59d4\u5458\u4f1a\u201d\uff092023\u5e74\u5ea6\u5c65\u804c\u60c5\u51b5\u6c47\u62a5\u5982\u4e0b""}"
"0_250464_e16e1a_992bd7","0",邓超,独立董事,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u516c\u53f8\u7b2c\u4e8c\u5c4a\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u7531\u72ec\u7acb\u8463\u4e8b\u4e01\u4ead\u4ead\u5148\u751f\u3001\u9093\u8d85\u5148\u751f\u53ca\u516c\u53f8\u8463\u4e8b\u957f\u80e1\u67f3\u6cc9\u5148\u751f\u62c5\u4efb""}"
"0_250464_ee7b3d_c20719","0",丁亭亭,独立董事,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u516c\u53f8\u7b2c\u4e8c\u5c4a\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u7531\u72ec\u7acb\u8463\u4e8b\u4e01\u4ead\u4ead\u5148\u751f\u3001\u9093\u8d85\u5148\u751f\u53ca\u516c\u53f8\u8463\u4e8b\u957f\u80e1\u67f3\u6cc9\u5148\u751f\u62c5\u4efb""}"
"0_277898_2f5a49_bdf1a7","0",江苏蔚蓝锂芯股份有限公司,公司,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u516c\u544a\u53d1\u5e03\u4e3b\u4f53\uff0c\u6d89\u53ca\u4f7f\u7528\u95f2\u7f6e\u52df\u96c6\u8d44\u91d1\u8d2d\u4e70\u7406\u8d22\u4ea7\u54c1""}"
"0_277898_40f4e4_692183","0",闲置募集资金,资金,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u516c\u53f8\u7528\u4e8e\u8d2d\u4e70\u7406\u8d22\u4ea7\u54c1\u7684\u8d44\u91d1\u6765\u6e90""}"
"0_277898_54b338_41558a","0",募集资金专用账户,账户,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u7406\u8d22\u672c\u91d1\u53ca\u6536\u76ca\u5b58\u5165\u7684\u4e13\u7528\u8d26\u6237""}"
"0_277898_60bc36_e0723d","0",公司管理层,管理层,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u88ab\u6388\u6743\u8d1f\u8d23\u529e\u7406\u73b0\u91d1\u7ba1\u7406\u76f8\u5173\u4e8b\u5b9c""}"
"0_277898_e7b4d5_605d63","0",宁波银行单位结构性存款产品,理财产品,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u516c\u53f8\u4e8e2023\u5e749\u67086\u65e5\u4f7f\u752810,000\u4e07\u5143\u95f2\u7f6e\u52df\u96c6\u8d44\u91d1\u8d2d\u4e70\u7684\u4ea7\u54c1""}"
"0_321319_1348b7_a51afe","0","22.83亿元",实际金额,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""2023\u5e741-11\u6708\u5b9e\u9645\u53d1\u751f\u91d1\u989d22.83\u4ebf\u5143""}"
"0_321319_19921e_c69228","0",锂产品,交易产品,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u5411\u5176\u9500\u552e\u3001\u52a0\u5de5\u9502\u4ea7\u54c1\uff0c\u6309\u7167\u5e02\u573a\u65b9\u5f0f\u786e\u5b9a\u5b9a\u4ef7\u539f\u5219""}"
"0_321319_38a132_66e90d","0",盛新锂能集团股份有限公司,公司,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u76db\u65b0\u9502\u80fd\u96c6\u56e2\u80a1\u4efd\u6709\u9650\u516c\u53f8\uff08\u4ee5\u4e0b\u7b80\u79f0'\u516c\u53f8'\uff09\u4e8e2023\u5e7412\u670812\u65e5\u53ec\u5f00\u7b2c\u516b\u5c4a\u8463\u4e8b\u4f1a\u7b2c\u4e03\u6b21\u4f1a\u8bae""}"
"0_321319_3b7f9a_620a10","0",比亚迪股份有限公司,关联方,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u4e0e\u5173\u8054\u65b9\u6bd4\u4e9a\u8fea\u80a1\u4efd\u6709\u9650\u516c\u53f8\uff08\u542b\u63a7\u80a1\u5b50\u516c\u53f8\uff0c\u4ee5\u4e0b\u7edf\u79f0'\u6bd4\u4e9a\u8fea'\uff09\u57282024\u5e74\u5ea6\u5185\u53d1\u751f\u65e5\u5e38\u5173\u8054\u4ea4\u6613\u91d1\u989d\u4e0d\u8d85\u8fc750\u4ebf\u5143""}"
"0_321319_76bfe5_1ad780","0",保荐机构,保荐机构,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u4fdd\u8350\u673a\u6784\u8ba4\u4e3a\uff1a\u516c\u53f8\u672c\u6b212024\u5e74\u5ea6\u65e5\u5e38\u5173\u8054\u4ea4\u6613\u9884\u8ba1\u4e8b\u9879\u5df2\u7ecf\u8463\u4e8b\u4f1a\u5ba1\u8bae\u901a\u8fc7""}"
"0_321319_95d85e_29da79","0",股东大会,股东大会,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u672c\u6b21\u5173\u8054\u4ea4\u6613\u5c1a\u9700\u63d0\u4ea4\u516c\u53f8\u80a1\u4e1c\u5927\u4f1a\u5ba1\u8bae""}"
"0_321319_e871d9_5a0d5d","0","50亿元",预计金额,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u57282024\u5e74\u5ea6\u5185\u53d1\u751f\u65e5\u5e38\u5173\u8054\u4ea4\u6613\u91d1\u989d\u4e0d\u8d85\u8fc750\u4ebf\u5143""}"
"0_321319_ff30aa_4134e9","0",独立董事,独立董事,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u516c\u53f8\u72ec\u7acb\u8463\u4e8b\u5df2\u5c31\u8be5\u4e8b\u9879\u53d1\u8868\u4e86\u4e8b\u524d\u8ba4\u53ef\u610f\u89c1\u548c\u660e\u786e\u540c\u610f\u7684\u72ec\u7acb\u610f\u89c1""}"
"0_347099_2e0ea7_12b5a5","0",惠州亿纬锂能股份有限公司,公司,"83346840","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""83346840"", ""context"": ""\u516c\u544a\u53d1\u5e03\u65b9""}"
"0_347099_6413ac_1bc109","0",消费电池,产品,"83346840","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""83346840"", ""context"": ""\u6d88\u8d39\u7535\u6c60\u3001\u52a8\u529b\u50a8\u80fd\u7535\u6c60\u4e1a\u52a1\u90fd\u5927\u5e45\u589e\u957f""}"
"0_347099_9a7673_811684","0",动力储能电池,产品,"83346840","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""83346840"", ""context"": ""\u6d88\u8d39\u7535\u6c60\u3001\u52a8\u529b\u50a8\u80fd\u7535\u6c60\u4e1a\u52a1\u90fd\u5927\u5e45\u589e\u957f""}"
"0_347099_aec9e8_7f47c1","0",思摩尔国际控股有限公司,参股公司,"83346840","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""83346840"", ""context"": ""\u516c\u53f8\u95f4\u63a5\u53c2\u80a1\u516c\u53f8""}"
"0_352589_0f890d_5faa15","0","2021年员工持股计划",员工持股计划,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u5ba1\u8bae\u901a\u8fc7\u4e86\u300a\u5173\u4e8e\u4fee\u8ba22021\u5e74\u5458\u5de5\u6301\u80a1\u8ba1\u5212\u53ca\u76f8\u5173\u6587\u4ef6\u7684\u8bae\u6848\u300b""}"
"0_352589_3d6895_91574f","0",限制性股票,激励工具,"18020088","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""18020088"", ""context"": ""\u516c\u53f8\u7b2c\u4e00\u671f\u9650\u5236\u6027\u80a1\u7968\u6fc0\u52b1\u8ba1\u5212\u89c4\u5b9a\u7684\u9996\u6b21\u6388\u4e88\u90e8\u5206\u7b2c\u4e09\u4e2a\u89e3\u9664\u9650\u552e\u671f\u89e3\u9664\u9650\u552e\u6761\u4ef6\u5df2\u6210\u5c31""}"
