"id","type","from","to","eventrel","value","properties","project_id"
"5c4ce80bc744feef90becdea411b40f8",因果关系,"1_347099_168d12_bb589c","1_347099_117b88_b29411",影响,影响,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u8ba1\u63d0\u80a1\u6743\u6fc0\u52b1\u8d39\u7528\u7ea60.79\u4ebf\u5143\uff0c\u8fd9\u4e5f\u662f\u5f71\u54cd2021\u5e74\u5e74\u5ea6\u4e1a\u7ee9\u7684\u56e0\u7d20\u4e4b\u4e00\uff0c\u8fd9\u8868\u660e\u80a1\u6743\u6fc0\u52b1\u5bf9\u5e74\u5ea6\u4e1a\u7ee9\u9884\u544a\u6709\u5f71\u54cd\u3002""}","83346840"
a8df7289b5928b6118e2769832429f9e,人事关系,"0_009458_414489_4134e9","0_845344_ee7b3d_c20719",担任,担任,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u516c\u53f8\u7b2c\u4e8c\u5c4a\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u7531\u72ec\u7acb\u8463\u4e8b\u4e01\u4ead\u4ead\u5148\u751f\u3001\u9093\u8d85\u5148\u751f\u53ca\u516c\u53f8\u8463\u4e8b\u957f\u80e1\u67f3\u6cc9\u5148\u751f\u62c5\u4efb\uff0c\u5747\u5177\u6709\u80fd\u591f\u80dc\u4efb\u5ba1\u8ba1\u59d4\u5458\u4f1a\u5de5\u4f5c\u804c\u8d23\u7684\u4e13\u4e1a\u77e5\u8bc6\u548c\u7ecf\u9a8c\u3002""}","97415317"
ac038d6c473c6ed2c7c14b74ef0e6125,人事关系,"0_845344_ee7b3d_c20719","0_845344_3c85ea_5da81b",共事,共事,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u516c\u53f8\u7b2c\u4e8c\u5c4a\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u7531\u72ec\u7acb\u8463\u4e8b\u4e01\u4ead\u4ead\u5148\u751f\u3001\u9093\u8d85\u5148\u751f\u53ca\u516c\u53f8\u8463\u4e8b\u957f\u80e1\u67f3\u6cc9\u5148\u751f\u62c5\u4efb\uff0c\u5747\u5177\u6709\u80fd\u591f\u80dc\u4efb\u5ba1\u8ba1\u59d4\u5458\u4f1a\u5de5\u4f5c\u804c\u8d23\u7684\u4e13\u4e1a\u77e5\u8bc6\u548c\u7ecf\u9a8c\u3002""}","97415317"
"7bf251880a70b989fca0ad7b0fc470f0",人事关系,"0_845344_3c85ea_5da81b","0_845344_8719d9_774b0a",领导,领导,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u516c\u53f8\u7b2c\u4e8c\u5c4a\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u7531\u72ec\u7acb\u8463\u4e8b\u4e01\u4ead\u4ead\u5148\u751f\u3001\u9093\u8d85\u5148\u751f\u53ca\u516c\u53f8\u8463\u4e8b\u957f\u80e1\u67f3\u6cc9\u5148\u751f\u62c5\u4efb\uff0c\u5747\u5177\u6709\u80fd\u591f\u80dc\u4efb\u5ba1\u8ba1\u59d4\u5458\u4f1a\u5de5\u4f5c\u804c\u8d23\u7684\u4e13\u4e1a\u77e5\u8bc6\u548c\u7ecf\u9a8c\u3002""}","97415317"
cb65f193831fee28e722ecb6b71f3d08,监督关系,"0_845344_ee7b3d_c20719","0_845344_8a619b_fb0535",监督,监督,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u72ec\u7acb\u8463\u4e8b\u4e01\u4ead\u4ead\u5148\u751f\u4f5c\u4e3a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u53ec\u96c6\u4eba\uff0c\u8d1f\u8d23\u76d1\u7763\u53ca\u8bc4\u4f30\u516c\u53f8\u5185\u90e8\u63a7\u5236\u7684\u6709\u6548\u6027\uff0c\u5ba1\u6838\u8d22\u52a1\u62a5\u544a\uff0c\u4ee5\u53ca\u534f\u8c03\u6c9f\u901a\u5916\u90e8\u5ba1\u8ba1\u673a\u6784\u3002""}","97415317"
e3ef9d366e5b4efb7511610db7c28169,监督关系,"0_845344_ee7b3d_c20719","0_845344_8719d9_774b0a",监督,监督,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u72ec\u7acb\u8463\u4e8b\u4e01\u4ead\u4ead\u5148\u751f\u4f5c\u4e3a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u53ec\u96c6\u4eba\uff0c\u8d1f\u8d23\u76d1\u7763\u53ca\u8bc4\u4f30\u516c\u53f8\u5185\u90e8\u63a7\u5236\u7684\u6709\u6548\u6027\uff0c\u5ba1\u6838\u8d22\u52a1\u62a5\u544a\uff0c\u4ee5\u53ca\u534f\u8c03\u6c9f\u901a\u5916\u90e8\u5ba1\u8ba1\u673a\u6784\u3002""}","97415317"
f693737d179a71e7c1bb077622a693d3,领导关系,"0_845344_3c85ea_5da81b","0_845344_8719d9_774b0a",领导,领导,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u516c\u53f8\u8463\u4e8b\u957f\u80e1\u67f3\u6cc9\u5148\u751f\u4f5c\u4e3a\u8463\u4e8b\u4f1a\u6210\u5458\uff0c\u53c2\u4e0e\u516c\u53f8\u91cd\u5927\u51b3\u7b56\uff0c\u9886\u5bfc\u516c\u53f8\u53d1\u5c55\u65b9\u5411\u3002""}","97415317"
"28b3d7c855072a68687727fc4727a923",协议关系,"0_845344_8719d9_774b0a","0_845344_8a619b_fb0535",续聘,续聘,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u516c\u53f8\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u5ba1\u8bae\u901a\u8fc7\u4e86\u5173\u4e8e\u7eed\u8058\u5929\u804c\u56fd\u9645\u4f1a\u8ba1\u5e08\u4e8b\u52a1\u6240\u4e3a\u516c\u53f82023\u5e74\u5ea6\u5916\u90e8\u5ba1\u8ba1\u673a\u6784\u7684\u8bae\u6848\u3002""}","97415317"
afa0bcde5fdbee660eb91d2f99bb8c2e,关联交易,"0_845344_8719d9_774b0a","0_871377_46c025_ae68d4",签订协议,签订协议,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u516c\u53f8\u4e0e\u4e94\u77ff\u96c6\u56e2\u8d22\u52a1\u6709\u9650\u8d23\u4efb\u516c\u53f8\u7b7e\u8ba2\u300a\u91d1\u878d\u670d\u52a1\u534f\u8bae\u4e4b\u8865\u5145\u534f\u8bae\uff08\u4e8c\uff09\u300b\uff0c\u6d89\u53ca\u5173\u8054\u4ea4\u6613\uff0c\u534f\u8bae\u5185\u5bb9\u5408\u6cd5\u5408\u89c4\uff0c\u7ea6\u5b9a\u6761\u6b3e\u516c\u5e73\u516c\u6b63\u3002""}","97415317"
fbc4908c900a0940f4bfedac8a73963d,股权关系,"0_871377_46c025_ae68d4","0_871377_b29936_e2dffc",控制,控制,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u4e94\u77ff\u96c6\u56e2\u8d22\u52a1\u6709\u9650\u8d23\u4efb\u516c\u53f8\u662f\u4e2d\u56fd\u4e94\u77ff\u96c6\u56e2\u6709\u9650\u516c\u53f8\u7684\u5173\u8054\u65b9\uff0c\u4e2d\u56fd\u4e94\u77ff\u96c6\u56e2\u6709\u9650\u516c\u53f8\u662f\u516c\u53f8\u7684\u5b9e\u9645\u63a7\u5236\u4eba\u3002""}","97415317"
"71ec28862afafd5182a3d9a5f6c2f26a",监督关系,"0_906497_51b999_7dc490","0_906497_c0c795_774b0a",监督,监督,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u76d1\u4e8b\u4f1a\u4e3b\u5e2d\u5434\u4e16\u5fe0\u5148\u751f\u4e3b\u6301\u76d1\u4e8b\u4f1a\u4f1a\u8bae\uff0c\u76d1\u7763\u516c\u53f8\u91cd\u5927\u51b3\u7b56\u548c\u5173\u8054\u4ea4\u6613\u7684\u5408\u89c4\u6027\u3002""}","97415317"
"2e6935edb07e799b3dbdda23c2afb7fb",关联交易,"0_906497_c0c795_774b0a","0_906497_c6d038_ae68d4",审议通过,审议通过,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u516c\u53f8\u76d1\u4e8b\u4f1a\u5ba1\u8bae\u901a\u8fc7\u4e86\u4e0e\u4e94\u77ff\u96c6\u56e2\u8d22\u52a1\u6709\u9650\u8d23\u4efb\u516c\u53f8\u7b7e\u8ba2\u300a\u91d1\u878d\u670d\u52a1\u534f\u8bae\u4e4b\u8865\u5145\u534f\u8bae\uff08\u4e8c\uff09\u66a8\u5173\u8054\u4ea4\u6613\u7684\u8bae\u6848\uff0c\u5173\u8054\u76d1\u4e8b\u5df2\u56de\u907f\u8868\u51b3\u3002""}","97415317"
f2fd65fb42015bdce73b377d3dce42dd,协议关系,"0_946703_4a1754_774b0a","0_946703_435842_ae68d4",签订,签订,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u6e56\u5357\u957f\u8fdc\u9502\u79d1\u80a1\u4efd\u6709\u9650\u516c\u53f8\u4e0e\u4e94\u77ff\u96c6\u56e2\u8d22\u52a1\u6709\u9650\u8d23\u4efb\u516c\u53f8\u7b7e\u8ba2\u300a\u91d1\u878d\u670d\u52a1\u534f\u8bae\u4e4b\u8865\u5145\u534f\u8bae\uff08\u4e8c\uff09\u300b\uff0c\u534f\u8bae\u5185\u5bb9\u5408\u6cd5\u5408\u89c4\uff0c\u7ea6\u5b9a\u6761\u6b3e\u516c\u5e73\u516c\u6b63\u3002""}","97415317"
"777e24c4e65f10be14088846ecfcb843",股权关系,"0_946703_435842_ae68d4","0_946703_b29936_e2dffc",控制,控制,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u4e94\u77ff\u96c6\u56e2\u8d22\u52a1\u6709\u9650\u8d23\u4efb\u516c\u53f8\u662f\u4e2d\u56fd\u4e94\u77ff\u96c6\u56e2\u6709\u9650\u516c\u53f8\u7684\u5173\u8054\u65b9\uff0c\u4e2d\u56fd\u4e94\u77ff\u96c6\u56e2\u6709\u9650\u516c\u53f8\u662f\u516c\u53f8\u7684\u5b9e\u9645\u63a7\u5236\u4eba\u3002""}","97415317"
"8b76bfd6b75a9c31361c42ec5f9ba616",协议关系,"0_988976_f375c7_774b0a","0_988976_479279_c55f32",签署,签署,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u6e56\u5357\u957f\u8fdc\u9502\u79d1\u80a1\u4efd\u6709\u9650\u516c\u53f8\u4e0e\u4e94\u77ff\u8bc1\u5238\u6709\u9650\u516c\u53f8\u7b7e\u7f72\u4fdd\u8350\u534f\u8bae\uff0c\u4e94\u77ff\u8bc1\u5238\u6709\u9650\u516c\u53f8\u4f5c\u4e3a\u516c\u53f8\u7684\u4fdd\u8350\u673a\u6784\u3002""}","97415317"
"8d1240d0e4adc19910ff4ec7e01b88f1",协议关系,"0_988976_f375c7_774b0a","0_988976_95a39f_e21671",签署,签署,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u6e56\u5357\u957f\u8fdc\u9502\u79d1\u80a1\u4efd\u6709\u9650\u516c\u53f8\u4e0e\u4e2d\u4fe1\u8bc1\u5238\u80a1\u4efd\u6709\u9650\u516c\u53f8\u7b7e\u7f72\u4fdd\u8350\u534f\u8bae\uff0c\u4e2d\u4fe1\u8bc1\u5238\u80a1\u4efd\u6709\u9650\u516c\u53f8\u4f5c\u4e3a\u516c\u53f8\u7684\u4fdd\u8350\u673a\u6784\u3002""}","97415317"
b137deac70376eac5bef9a4127b71c8e,协议关系,"0_884991_f07b0a_774b0a","0_884991_2c7f1f_fb0535",续聘,续聘,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u6e56\u5357\u957f\u8fdc\u9502\u79d1\u80a1\u4efd\u6709\u9650\u516c\u53f8\uff08\u4ee5\u4e0b\u7b80\u79f0\u201c\u516c\u53f8\u201d\uff09\u7b2c\u4e8c\u5c4a\u76d1\u4e8b\u4f1a\u7b2c\u5341\u4e8c\u6b21\u4f1a\u8bae\u5ba1\u8bae\u901a\u8fc7\u300a\u5173\u4e8e\u516c\u53f82024\u5e74\u5ea6\u65e5\u5e38\u5173\u8054\u4ea4\u6613\u9884\u8ba1\u7684\u8bae\u6848\u300b\uff0c\u5176\u4e2d\u5305\u62ec\u7eed\u8058\u5929\u804c\u56fd\u9645\u4f1a\u8ba1\u5e08\u4e8b\u52a1\u6240\u7684\u4e8b\u9879\u3002""}","24996475"
"01c48ac0ecaf78e2dae77db44354b6d8",协议关系,"0_884991_f07b0a_774b0a","0_884991_46c025_ae68d4",签订补充协议,签订补充协议,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u516c\u53f8\u672c\u6b21\u4e0e\u4e94\u77ff\u96c6\u56e2\u8d22\u52a1\u6709\u9650\u8d23\u4efb\u516c\u53f8\u7b7e\u8ba2\u300a\u91d1\u878d\u670d\u52a1\u534f\u8bae\u4e4b\u8865\u5145\u534f\u8bae\uff08\u4e8c\uff09\u300b\uff0c\u662f\u4ee5\u5e02\u573a\u539f\u5219\u4e3a\u57fa\u7840\uff0c\u534f\u8bae\u5185\u5bb9\u5408\u6cd5\u5408\u89c4\uff0c\u7ea6\u5b9a\u6761\u6b3e\u516c\u5e73\u516c\u6b63\u3002""}","24996475"
e3c9cd2771eeee0c3d2a2816a38194a2,股权关系,"0_884991_f07b0a_774b0a","0_884991_b29936_e2dffc",实际控制,实际控制,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u6839\u636e\u516c\u544a\u5185\u5bb9\u63a8\u65ad: \u4e2d\u56fd\u4e94\u77ff\u96c6\u56e2\u6709\u9650\u516c\u53f8\u4f5c\u4e3a\u6e56\u5357\u957f\u8fdc\u9502\u79d1\u80a1\u4efd\u6709\u9650\u516c\u53f8\u7684\u5b9e\u9645\u63a7\u5236\u4eba\uff0c\u5bf9\u516c\u53f8\u91cd\u5927\u51b3\u7b56\u5177\u6709\u6700\u7ec8\u51b3\u5b9a\u6743\u3002""}","24996475"
"1797ca8e89657edb3c0e195a91589e83",关联交易,"1_884991_10adfd_838a83","0_884991_46c025_ae68d4",预计,预计,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u5ba1\u8bae\u901a\u8fc7\u300a\u5173\u4e8e\u516c\u53f82024\u5e74\u5ea6\u65e5\u5e38\u5173\u8054\u4ea4\u6613\u9884\u8ba1\u7684\u8bae\u6848\u300b\uff0c\u6d89\u53ca\u4e0e\u4e94\u77ff\u96c6\u56e2\u8d22\u52a1\u6709\u9650\u8d23\u4efb\u516c\u53f8\u7684\u5173\u8054\u4ea4\u6613\u3002""}","24996475"
"3202b249d8906cf82db0166a39fea7fc",时序关系,"1_884991_1428c1_d93e3b","1_884991_10adfd_838a83",审议后表决,审议后表决,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u4f1a\u8bae\u6309\u7167\u4f1a\u8bae\u901a\u77e5\u4e0a\u6240\u5217\u987a\u5e8f\u5ba1\u8bae\u3001\u8868\u51b3\u8bae\u6848\uff0c\u5305\u62ec\u300a\u5173\u4e8e\u516c\u53f82024\u5e74\u5ea6\u65e5\u5e38\u5173\u8054\u4ea4\u6613\u9884\u8ba1\u7684\u8bae\u6848\u300b\u3002""}","24996475"
cc41513a02a38475e0f9063c8180265d,因果关系,"1_884991_2c7f1f_cc90fc","1_884991_1428c1_d93e3b",保障,保障,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u4e3a\u7ef4\u62a4\u5e7f\u5927\u6295\u8d44\u8005\u7684\u5408\u6cd5\u6743\u76ca\uff0c\u4fdd\u969c\u80a1\u4e1c\u5728\u672c\u6b21\u80a1\u4e1c\u5927\u4f1a\u671f\u95f4\u4f9d\u6cd5\u884c\u4f7f\u6743\u5229\uff0c\u5305\u62ec\u6295\u7968\u8868\u51b3\u7684\u6743\u5229\u3002""}","24996475"
"13685935e173bd71f9e96edc5ff1ba53",协议关系,"1_884991_3776bd_6e41eb","0_884991_2c7f1f_fb0535",续聘,续聘,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u5ba1\u8bae\u901a\u8fc7\u300a\u5173\u4e8e\u7eed\u8058\u4f1a\u8ba1\u5e08\u4e8b\u52a1\u6240\u7684\u8bae\u6848\u300b\uff0c\u51b3\u5b9a\u7eed\u8058\u5929\u804c\u56fd\u9645\u4f1a\u8ba1\u5e08\u4e8b\u52a1\u6240\u4e3a\u516c\u53f8\u63d0\u4f9b\u5ba1\u8ba1\u670d\u52a1\u3002""}","24996475"
"29b8b7e5ce9f793b0e82d210a43e6516",人事关系,"0_160262_3c85ea_5da81b","0_160262_8719d9_774b0a",担任,担任,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u516c\u53f8\u7b2c\u4e8c\u5c4a\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u7531\u72ec\u7acb\u8463\u4e8b\u4e01\u4ead\u4ead\u5148\u751f\u3001\u9093\u8d85\u5148\u751f\u53ca\u516c\u53f8\u8463\u4e8b\u957f\u80e1\u67f3\u6cc9\u5148\u751f\u62c5\u4efb\uff0c\u5747\u5177\u6709\u80fd\u591f\u80dc\u4efb\u5ba1\u8ba1\u59d4\u5458\u4f1a\u5de5\u4f5c\u804c\u8d23\u7684\u4e13\u4e1a\u77e5\u8bc6\u548c\u7ecf\u9a8c\u3002""}","43146642"
dbd739c505f2a8eb3ecfb824cb248666,人事关系,"0_160262_e16e1a_992bd7","0_160262_8719d9_774b0a",担任,担任,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u516c\u53f8\u7b2c\u4e8c\u5c4a\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u7531\u72ec\u7acb\u8463\u4e8b\u4e01\u4ead\u4ead\u5148\u751f\u3001\u9093\u8d85\u5148\u751f\u53ca\u516c\u53f8\u8463\u4e8b\u957f\u80e1\u67f3\u6cc9\u5148\u751f\u62c5\u4efb\uff0c\u5747\u5177\u6709\u80fd\u591f\u80dc\u4efb\u5ba1\u8ba1\u59d4\u5458\u4f1a\u5de5\u4f5c\u804c\u8d23\u7684\u4e13\u4e1a\u77e5\u8bc6\u548c\u7ecf\u9a8c\u3002""}","43146642"
d73372a462d73a73ad7f65f72f75b02f,人事关系,"0_160262_ee7b3d_c20719","0_160262_8719d9_774b0a",担任,担任,"{""source"": ""LLM\u62bd\u53d6"", ""extraction_method"": ""general"", ""context"": ""\u516c\u53f8\u7b2c\u4e8c\u5c4a\u8463\u4e8b\u4f1a\u5ba1\u8ba1\u59d4\u5458\u4f1a\u7531\u72ec\u7acb\u8463\u4e8b\u4e01\u4ead\u4ead\u5148\u751f\u3001\u9093\u8d85\u5148\u751f\u53ca\u516c\u53f8\u8463\u4e8b\u957f\u80e1\u67f3\u6cc9\u5148\u751f\u62c5\u4efb\uff0c\u5747\u5177\u6709\u80fd\u591f\u80dc\u4efb\u5ba1\u8ba1\u59d4\u5458\u4f1a\u5de5\u4f5c\u804c\u8d23\u7684\u4e13\u4e1a\u77e5\u8bc6\u548c\u7ecf\u9a8c\u3002""}","43146642"
